REGION,BRANCHNAME,ITEMID,PURITY,FINISH,SHAPE,THEME,BRAND,WORKSTYLE,STOCK_COUNT,SALE_COUNT
South,BR-Chennai-01,PRD00107,14,Textured,Mixed,Minimalist,Essentials,Handcrafted,17,2
South,BR-Chennai-01,PRD00018,14,HighPolish,Princess,Traditional,Signature,Cast,19,2
South,BR-Chennai-01,PRD00102,18,TwoTone,Princess,Minimalist,House,Filigree,12,3
South,BR-Chennai-01,PRD00090,18,TwoTone,Oval,Geometric,Essentials,Handcrafted,10,3
South,BR-Chennai-01,PRD00291,18,TwoTone,Mixed,Minimalist,House,KundanInspired,16,4
South,BR-Chennai-01,PRD00252,18,HighPolish,Oval,Geometric,Essentials,Handcrafted,15,2
South,BR-Chennai-01,PRD00003,22,Textured,Round,Traditional,House,Handcrafted,14,3
South,BR-Chennai-01,PRD00287,22,TwoTone,Mixed,Traditional,Essentials,KundanInspired,7,3
South,BR-Chennai-01,PRD00273,22,Matte,Mixed,Geometric,Signature,KundanInspired,0,0
South,BR-Chennai-01,PRD00111,14,Textured,Oval,Minimalist,House,KundanInspired,14,2
South,BR-Chennai-01,PRD00069,18,Matte,Oval,Minimalist,House,Handcrafted,5,4
South,BR-Chennai-01,PRD00098,22,Textured,Oval,Traditional,Signature,Handcrafted,4,1
South,BR-Chennai-01,PRD00010,18,Matte,Princess,Contemporary,Signature,Filigree,1,0
South,BR-Chennai-01,PRD00124,22,TwoTone,Oval,Geometric,House,Filigree,6,1
South,BR-Chennai-01,PRD00296,18,TwoTone,Oval,Floral,House,Cast,5,0
South,BR-Chennai-01,PRD00020,14,Matte,Princess,Minimalist,Signature,KundanInspired,4,0
South,BR-Chennai-01,PRD00066,14,Textured,Round,Floral,Essentials,Cast,8,1
South,BR-Chennai-01,PRD00037,22,TwoTone,Round,Minimalist,Signature,Cast,8,1
South,BR-Chennai-01,PRD00280,22,Textured,Princess,Minimalist,Signature,Filigree,9,1
South,BR-Chennai-01,PRD00004,22,HighPolish,Oval,Minimalist,Essentials,Cast,16,4
South,BR-Chennai-01,PRD00071,18,TwoTone,Mixed,Contemporary,Signature,Cast,13,2
South,BR-Chennai-02,PRD00251,18,TwoTone,Oval,Contemporary,Signature,KundanInspired,2,0
South,BR-Chennai-02,PRD00210,22,Matte,Oval,Minimalist,Signature,KundanInspired,7,0
South,BR-Chennai-02,PRD00221,22,Matte,Oval,Minimalist,Essentials,KundanInspired,2,2
South,BR-Chennai-02,PRD00291,14,HighPolish,Oval,Floral,Signature,Handcrafted,4,1
South,BR-Chennai-02,PRD00116,22,Textured,Mixed,Minimalist,House,KundanInspired,18,0
South,BR-Chennai-02,PRD00124,22,Textured,Oval,Geometric,Signature,Filigree,16,1
South,BR-Chennai-02,PRD00166,22,HighPolish,Round,Traditional,Signature,Cast,7,2
South,BR-Chennai-02,PRD00259,18,Textured,Princess,Floral,Signature,KundanInspired,3,1
South,BR-Chennai-02,PRD00145,22,Matte,Round,Contemporary,Essentials,Cast,5,3
South,BR-Chennai-02,PRD00294,18,TwoTone,Oval,Contemporary,Essentials,Filigree,7,2
South,BR-Chennai-02,PRD00298,22,HighPolish,Oval,Traditional,House,KundanInspired,0,0
South,BR-Chennai-02,PRD00247,22,HighPolish,Princess,Geometric,House,Handcrafted,1,0
South,BR-Chennai-02,PRD00015,14,HighPolish,Oval,Minimalist,Signature,Cast,5,3
South,BR-Chennai-02,PRD00123,14,TwoTone,Princess,Floral,Signature,Filigree,5,2
South,BR-Chennai-02,PRD00198,22,Matte,Mixed,Contemporary,House,Filigree,9,0
South,BR-Chennai-02,PRD00006,14,HighPolish,Princess,Minimalist,Essentials,KundanInspired,3,0
South,BR-Chennai-02,PRD00141,18,Matte,Oval,Geometric,House,KundanInspired,6,3
South,BR-Chennai-02,PRD00262,18,HighPolish,Oval,Contemporary,Signature,Filigree,8,2
South,BR-Chennai-02,PRD00199,14,TwoTone,Mixed,Contemporary,House,KundanInspired,19,3
South,BR-Chennai-02,PRD00077,18,Matte,Round,Traditional,House,KundanInspired,6,1
South,BR-Chennai-02,PRD00036,14,HighPolish,Round,Minimalist,House,Cast,6,3
South,BR-Chennai-02,PRD00208,18,HighPolish,Mixed,Contemporary,House,Cast,19,1
South,BR-Chennai-02,PRD00018,18,HighPolish,Oval,Contemporary,House,Filigree,11,4
South,BR-Chennai-02,PRD00205,18,Matte,Oval,Minimalist,Signature,KundanInspired,0,0
South,BR-Chennai-02,PRD00238,22,Matte,Mixed,Floral,House,Filigree,18,3
South,BR-Chennai-02,PRD00184,18,HighPolish,Princess,Floral,House,Filigree,10,0
South,BR-Chennai-02,PRD00049,22,Textured,Round,Traditional,House,Filigree,17,3
South,BR-Chennai-02,PRD00155,14,Textured,Oval,Minimalist,House,Handcrafted,10,3
South,BR-Chennai-02,PRD00100,14,Textured,Mixed,Traditional,House,Filigree,5,0
South,BR-Chennai-02,PRD00187,14,HighPolish,Mixed,Geometric,House,Handcrafted,8,4
South,BR-Chennai-02,PRD00115,18,Textured,Princess,Minimalist,Signature,Filigree,9,3
South,BR-Chennai-02,PRD00062,18,Textured,Princess,Traditional,House,KundanInspired,1,1
South,BR-Chennai-02,PRD00007,22,HighPolish,Oval,Floral,House,Filigree,5,2
South,BR-Chennai-02,PRD00222,14,Matte,Oval,Geometric,House,KundanInspired,4,3
South,BR-Chennai-02,PRD00287,22,Textured,Mixed,Geometric,Signature,Handcrafted,9,4
South,BR-Chennai-02,PRD00098,22,Textured,Mixed,Geometric,House,KundanInspired,5,3
South,BR-Chennai-02,PRD00233,18,TwoTone,Round,Floral,Signature,Cast,19,4
South,BR-Chennai-02,PRD00047,22,HighPolish,Oval,Minimalist,Signature,Cast,2,2
South,BR-Chennai-02,PRD00215,14,Matte,Princess,Floral,Essentials,Cast,16,3
South,BR-Chennai-02,PRD00104,14,HighPolish,Mixed,Contemporary,House,KundanInspired,9,1
South,BR-Chennai-02,PRD00022,14,Matte,Mixed,Contemporary,Essentials,Filigree,16,4
South,BR-Chennai-02,PRD00068,14,Matte,Princess,Traditional,Essentials,Filigree,17,3
South,BR-Chennai-02,PRD00275,14,Textured,Mixed,Floral,Signature,Cast,16,4
South,BR-Chennai-02,PRD00272,14,TwoTone,Princess,Minimalist,House,KundanInspired,15,1
South,BR-Chennai-02,PRD00106,22,Textured,Oval,Floral,House,Handcrafted,4,3
South,BR-Chennai-02,PRD00161,18,Textured,Princess,Floral,Signature,Handcrafted,2,1
South,BR-Chennai-02,PRD00119,22,HighPolish,Mixed,Minimalist,Essentials,Handcrafted,1,0
South,BR-Chennai-02,PRD00290,22,HighPolish,Oval,Floral,Signature,Filigree,0,0
South,BR-Chennai-02,PRD00185,22,TwoTone,Round,Floral,Signature,KundanInspired,11,4
South,BR-Chennai-02,PRD00042,22,Matte,Mixed,Floral,House,KundanInspired,8,1
South,BR-Chennai-02,PRD00193,22,Textured,Mixed,Floral,House,Handcrafted,7,3
South,BR-Chennai-02,PRD00160,18,TwoTone,Mixed,Traditional,House,Cast,16,4
South,BR-Chennai-02,PRD00059,14,HighPolish,Oval,Minimalist,House,KundanInspired,19,4
South,BR-Chennai-02,PRD00085,18,Matte,Oval,Floral,Signature,Filigree,8,1
South,BR-Chennai-02,PRD00073,14,HighPolish,Oval,Floral,Essentials,Filigree,12,4
South,BR-Chennai-02,PRD00083,14,Matte,Mixed,Floral,Signature,Filigree,9,2
South,BR-Chennai-02,PRD00030,18,Matte,Round,Geometric,House,Cast,11,2
South,BR-Chennai-02,PRD00067,18,HighPolish,Mixed,Contemporary,Signature,KundanInspired,14,4
South,BR-Chennai-02,PRD00127,14,HighPolish,Oval,Contemporary,House,Cast,14,2
South,BR-Chennai-02,PRD00056,22,TwoTone,Round,Minimalist,House,Filigree,0,0
South,BR-Chennai-02,PRD00158,22,Textured,Princess,Contemporary,Essentials,KundanInspired,16,3
South,BR-Chennai-02,PRD00209,22,Matte,Oval,Minimalist,Signature,Cast,8,4
South,BR-Chennai-02,PRD00094,22,HighPolish,Princess,Traditional,Signature,Filigree,0,0
South,BR-Chennai-02,PRD00071,22,Matte,Princess,Contemporary,Signature,Cast,0,0
South,BR-Chennai-02,PRD00174,22,Matte,Mixed,Floral,Essentials,Handcrafted,4,2
South,BR-Chennai-02,PRD00168,14,Matte,Mixed,Minimalist,Signature,Handcrafted,1,0
South,BR-Chennai-02,PRD00164,18,Textured,Mixed,Contemporary,House,Handcrafted,8,1
South,BR-Chennai-02,PRD00288,18,HighPolish,Mixed,Floral,Signature,Handcrafted,13,4
South,BR-Chennai-02,PRD00046,14,Textured,Princess,Geometric,House,Filigree,7,3
South,BR-Chennai-02,PRD00137,22,Textured,Mixed,Floral,House,Cast,6,3
South,BR-Chennai-02,PRD00157,14,Matte,Round,Geometric,Essentials,Handcrafted,15,1
South,BR-Chennai-02,PRD00273,22,Matte,Round,Floral,Signature,Cast,12,2
South,BR-Chennai-02,PRD00197,22,Matte,Mixed,Floral,House,KundanInspired,7,2
South,BR-Chennai-02,PRD00075,14,Matte,Mixed,Geometric,Essentials,Filigree,1,1
South,BR-Chennai-02,PRD00169,22,Textured,Round,Contemporary,Essentials,KundanInspired,14,1
South,BR-Chennai-02,PRD00020,14,Matte,Oval,Floral,Signature,KundanInspired,18,1
South,BR-Chennai-02,PRD00260,14,Matte,Princess,Traditional,House,KundanInspired,1,0
South,BR-Chennai-02,PRD00038,14,Textured,Princess,Traditional,House,Filigree,16,4
South,BR-Chennai-02,PRD00051,22,HighPolish,Round,Contemporary,Signature,Handcrafted,4,2
South,BR-Chennai-02,PRD00109,18,HighPolish,Round,Minimalist,Essentials,Cast,17,3
South,BR-Chennai-02,PRD00181,18,TwoTone,Princess,Minimalist,Signature,Filigree,1,1
South,BR-Chennai-02,PRD00263,22,TwoTone,Oval,Traditional,House,KundanInspired,13,4
South,BR-Chennai-02,PRD00131,14,Matte,Mixed,Contemporary,House,Cast,14,3
South,BR-Chennai-02,PRD00280,22,TwoTone,Princess,Geometric,House,Cast,19,4
South,BR-Chennai-02,PRD00278,14,TwoTone,Oval,Floral,Essentials,Cast,11,2
South,BR-Chennai-02,PRD00266,18,Textured,Princess,Contemporary,House,Filigree,2,1
South,BR-Chennai-02,PRD00110,22,TwoTone,Princess,Traditional,Signature,Filigree,3,1
South,BR-Chennai-02,PRD00230,22,TwoTone,Round,Geometric,Essentials,Filigree,0,0
South,BR-Chennai-02,PRD00024,14,Matte,Mixed,Contemporary,House,Handcrafted,4,2
South,BR-Chennai-02,PRD00064,22,TwoTone,Princess,Minimalist,House,Filigree,10,0
South,BR-Chennai-02,PRD00297,14,TwoTone,Princess,Traditional,Essentials,Handcrafted,2,2
South,BR-Chennai-02,PRD00112,18,Textured,Oval,Traditional,House,Filigree,10,2
South,BR-Chennai-02,PRD00254,22,Matte,Round,Traditional,House,Filigree,16,3
South,BR-Chennai-02,PRD00267,22,HighPolish,Round,Minimalist,House,Cast,11,1
South,BR-Chennai-02,PRD00080,18,Matte,Round,Floral,House,Handcrafted,9,1
South,BR-Chennai-02,PRD00101,22,TwoTone,Princess,Floral,House,Handcrafted,12,0
South,BR-Chennai-02,PRD00231,22,TwoTone,Round,Floral,Essentials,Filigree,18,3
South,BR-Chennai-02,PRD00188,14,HighPolish,Mixed,Floral,House,KundanInspired,13,2
South,BR-Chennai-02,PRD00033,18,TwoTone,Oval,Geometric,House,Filigree,4,1
South,BR-Chennai-02,PRD00265,14,Textured,Oval,Floral,Signature,Handcrafted,11,0
South,BR-Chennai-02,PRD00079,22,Matte,Princess,Geometric,Signature,KundanInspired,16,4
South,BR-Chennai-02,PRD00121,18,Matte,Round,Geometric,Essentials,Handcrafted,0,0
South,BR-Chennai-02,PRD00014,14,HighPolish,Princess,Geometric,Essentials,Filigree,5,1
South,BR-Chennai-02,PRD00296,22,TwoTone,Princess,Contemporary,House,KundanInspired,17,3
South,BR-Chennai-02,PRD00120,18,HighPolish,Mixed,Traditional,Essentials,Filigree,7,2
South,BR-Chennai-02,PRD00023,22,TwoTone,Mixed,Contemporary,House,Handcrafted,16,2
South,BR-Chennai-02,PRD00090,18,TwoTone,Princess,Traditional,House,Handcrafted,10,1
South,BR-Chennai-02,PRD00226,22,Matte,Mixed,Minimalist,House,Handcrafted,0,0
South,BR-Chennai-02,PRD00057,14,Matte,Mixed,Floral,Signature,Filigree,7,1
South,BR-Chennai-02,PRD00082,18,TwoTone,Round,Contemporary,Signature,Filigree,11,0
South,BR-Chennai-02,PRD00234,22,HighPolish,Princess,Traditional,Essentials,Filigree,1,1
South,BR-Chennai-02,PRD00031,14,TwoTone,Oval,Minimalist,Signature,Filigree,18,2
South,BR-Chennai-02,PRD00201,18,Matte,Oval,Minimalist,Signature,KundanInspired,12,4
South,BR-Chennai-02,PRD00017,22,Textured,Oval,Contemporary,House,Handcrafted,17,3
South,BR-Chennai-02,PRD00019,14,Textured,Round,Geometric,Signature,KundanInspired,6,3
South,BR-Chennai-02,PRD00167,22,Matte,Princess,Contemporary,Signature,Filigree,19,2
South,BR-Chennai-02,PRD00092,14,Textured,Oval,Contemporary,House,Filigree,0,0
South,BR-Chennai-02,PRD00269,22,Textured,Round,Minimalist,Essentials,KundanInspired,9,1
South,BR-Chennai-02,PRD00284,18,Matte,Oval,Floral,Essentials,Handcrafted,9,3
South,BR-Chennai-02,PRD00009,18,Matte,Princess,Geometric,Signature,Filigree,7,3
South,BR-Chennai-02,PRD00039,18,Matte,Mixed,Contemporary,Signature,Cast,6,3
South,BR-Chennai-02,PRD00232,14,Textured,Oval,Traditional,House,Cast,2,1
South,BR-Chennai-02,PRD00099,22,Matte,Princess,Traditional,Essentials,KundanInspired,5,3
South,BR-Chennai-02,PRD00250,22,Matte,Round,Minimalist,Signature,Filigree,8,4
South,BR-Chennai-02,PRD00032,22,Matte,Mixed,Contemporary,Essentials,Cast,11,0
South,BR-Chennai-02,PRD00191,22,TwoTone,Oval,Traditional,House,Cast,11,3
South,BR-Chennai-02,PRD00292,18,Textured,Princess,Floral,House,Handcrafted,9,2
South,BR-Chennai-02,PRD00235,14,Textured,Oval,Contemporary,Essentials,Filigree,17,3
South,BR-Chennai-02,PRD00270,18,Matte,Mixed,Minimalist,Essentials,Handcrafted,0,0
South,BR-Chennai-02,PRD00084,22,Matte,Princess,Geometric,Essentials,KundanInspired,10,1
South,BR-Chennai-02,PRD00180,14,Textured,Oval,Traditional,Essentials,Filigree,9,1
South,BR-Chennai-02,PRD00025,18,HighPolish,Princess,Traditional,Signature,Cast,9,3
South,BR-Chennai-02,PRD00219,18,Textured,Oval,Traditional,House,Cast,10,3
South,BR-Chennai-02,PRD00103,14,HighPolish,Round,Contemporary,Essentials,Filigree,19,1
South,BR-Chennai-02,PRD00149,22,Matte,Princess,Floral,House,KundanInspired,11,3
South,BR-Chennai-02,PRD00252,18,HighPolish,Princess,Contemporary,Signature,Filigree,18,2
South,BR-Chennai-02,PRD00150,18,Matte,Round,Floral,Essentials,Cast,14,1
South,BR-Chennai-02,PRD00070,22,HighPolish,Mixed,Floral,Signature,KundanInspired,18,0
South,BR-Chennai-02,PRD00132,22,Matte,Mixed,Contemporary,Signature,KundanInspired,13,3
North,BR-Delhi-01,PRD00126,22,HighPolish,Round,Traditional,Signature,Filigree,3,2
North,BR-Delhi-01,PRD00013,22,Matte,Oval,Geometric,Essentials,KundanInspired,15,1
North,BR-Delhi-01,PRD00264,14,HighPolish,Oval,Contemporary,Essentials,Handcrafted,15,2
North,BR-Delhi-01,PRD00007,22,Matte,Oval,Traditional,Signature,KundanInspired,12,1
North,BR-Delhi-01,PRD00129,18,Textured,Oval,Traditional,House,Filigree,3,0
North,BR-Delhi-01,PRD00148,14,HighPolish,Round,Geometric,Essentials,KundanInspired,0,0
North,BR-Delhi-01,PRD00088,14,TwoTone,Oval,Minimalist,House,Handcrafted,1,0
North,BR-Delhi-01,PRD00039,14,Matte,Princess,Geometric,House,Filigree,17,4
North,BR-Delhi-01,PRD00135,18,Matte,Round,Geometric,House,Handcrafted,7,0
North,BR-Delhi-01,PRD00244,22,HighPolish,Princess,Contemporary,Signature,Handcrafted,8,3
North,BR-Delhi-01,PRD00180,18,HighPolish,Round,Contemporary,House,Filigree,10,4
North,BR-Delhi-01,PRD00143,14,TwoTone,Mixed,Floral,House,KundanInspired,8,3
North,BR-Delhi-01,PRD00161,22,Textured,Mixed,Geometric,House,KundanInspired,4,2
North,BR-Delhi-01,PRD00227,14,HighPolish,Round,Floral,Signature,Filigree,0,0
North,BR-Delhi-01,PRD00250,18,Textured,Round,Geometric,Signature,KundanInspired,9,2
North,BR-Delhi-01,PRD00005,18,Matte,Round,Contemporary,Essentials,KundanInspired,11,1
North,BR-Delhi-01,PRD00032,22,Matte,Princess,Geometric,Signature,KundanInspired,7,4
North,BR-Delhi-01,PRD00245,14,TwoTone,Oval,Minimalist,Signature,Filigree,7,0
North,BR-Delhi-01,PRD00120,22,Matte,Mixed,Geometric,Essentials,Filigree,15,1
North,BR-Delhi-01,PRD00083,18,HighPolish,Mixed,Contemporary,House,Cast,19,0
North,BR-Delhi-01,PRD00067,14,Textured,Oval,Floral,Essentials,Handcrafted,11,2
North,BR-Delhi-01,PRD00065,22,TwoTone,Princess,Minimalist,Signature,KundanInspired,9,4
North,BR-Delhi-01,PRD00163,18,TwoTone,Princess,Minimalist,Essentials,KundanInspired,9,2
North,BR-Delhi-01,PRD00078,18,Matte,Mixed,Minimalist,Essentials,Filigree,17,2
North,BR-Delhi-01,PRD00061,22,TwoTone,Round,Minimalist,Signature,KundanInspired,4,1
North,BR-Delhi-01,PRD00128,18,HighPolish,Oval,Traditional,House,KundanInspired,7,3
North,BR-Delhi-01,PRD00068,14,HighPolish,Round,Floral,Signature,Handcrafted,19,2
North,BR-Delhi-01,PRD00297,22,Matte,Princess,Minimalist,Essentials,Handcrafted,16,3
North,BR-Delhi-01,PRD00069,22,TwoTone,Mixed,Floral,Essentials,KundanInspired,0,0
North,BR-Delhi-01,PRD00085,14,HighPolish,Princess,Contemporary,Essentials,Cast,16,4
North,BR-Delhi-01,PRD00239,22,HighPolish,Oval,Traditional,Essentials,KundanInspired,3,0
North,BR-Delhi-01,PRD00187,18,Textured,Oval,Minimalist,Essentials,Filigree,8,1
North,BR-Delhi-01,PRD00027,14,TwoTone,Round,Floral,Essentials,Handcrafted,13,2
North,BR-Delhi-01,PRD00155,22,HighPolish,Princess,Contemporary,Essentials,Filigree,14,0
North,BR-Delhi-01,PRD00280,18,TwoTone,Mixed,Traditional,Essentials,KundanInspired,18,2
North,BR-Delhi-01,PRD00202,18,Textured,Round,Geometric,Essentials,Cast,5,4
North,BR-Delhi-01,PRD00182,18,Matte,Princess,Minimalist,Essentials,Handcrafted,15,4
North,BR-Delhi-01,PRD00256,18,Matte,Mixed,Geometric,House,KundanInspired,4,1
North,BR-Delhi-01,PRD00049,22,Textured,Mixed,Traditional,House,Handcrafted,4,2
North,BR-Delhi-01,PRD00074,14,TwoTone,Mixed,Geometric,House,Cast,11,3
North,BR-Delhi-01,PRD00066,14,Matte,Mixed,Traditional,House,Handcrafted,7,2
North,BR-Delhi-01,PRD00048,22,Textured,Round,Contemporary,Essentials,Filigree,6,3
North,BR-Delhi-01,PRD00033,18,TwoTone,Round,Geometric,Essentials,Cast,13,4
North,BR-Delhi-01,PRD00094,18,TwoTone,Oval,Traditional,Signature,Filigree,5,2
North,BR-Delhi-01,PRD00204,14,Matte,Mixed,Traditional,Signature,KundanInspired,9,0
North,BR-Delhi-01,PRD00269,18,TwoTone,Oval,Contemporary,Essentials,Cast,15,3
North,BR-Delhi-01,PRD00045,22,Matte,Mixed,Geometric,Signature,KundanInspired,17,0
North,BR-Delhi-01,PRD00082,22,HighPolish,Princess,Traditional,Essentials,Filigree,2,0
North,BR-Delhi-01,PRD00153,18,Matte,Round,Contemporary,Essentials,Filigree,9,0
North,BR-Delhi-01,PRD00217,22,Textured,Mixed,Minimalist,Signature,Filigree,16,1
North,BR-Delhi-01,PRD00099,18,TwoTone,Princess,Traditional,Essentials,KundanInspired,8,4
North,BR-Delhi-01,PRD00197,18,Textured,Oval,Contemporary,Essentials,KundanInspired,17,3
North,BR-Delhi-01,PRD00181,22,HighPolish,Oval,Minimalist,Signature,Cast,9,1
North,BR-Delhi-01,PRD00162,22,HighPolish,Oval,Minimalist,House,KundanInspired,12,3
North,BR-Delhi-01,PRD00041,18,Matte,Mixed,Contemporary,House,KundanInspired,3,3
North,BR-Delhi-01,PRD00212,22,HighPolish,Princess,Geometric,House,KundanInspired,3,1
North,BR-Delhi-01,PRD00015,18,TwoTone,Round,Floral,House,Handcrafted,19,4
North,BR-Delhi-01,PRD00178,18,TwoTone,Mixed,Minimalist,Essentials,Handcrafted,15,4
North,BR-Delhi-01,PRD00056,14,Matte,Round,Traditional,Essentials,Cast,14,3
North,BR-Delhi-01,PRD00136,22,TwoTone,Princess,Floral,House,KundanInspired,4,2
North,BR-Delhi-01,PRD00046,14,TwoTone,Princess,Floral,House,KundanInspired,14,1
North,BR-Delhi-01,PRD00089,14,HighPolish,Princess,Floral,House,Filigree,4,1
North,BR-Delhi-01,PRD00127,14,TwoTone,Mixed,Minimalist,House,Cast,6,2
North,BR-Delhi-01,PRD00023,14,TwoTone,Round,Contemporary,House,Handcrafted,1,0
North,BR-Delhi-01,PRD00060,18,TwoTone,Princess,Traditional,Signature,Handcrafted,8,0
North,BR-Delhi-01,PRD00222,22,Matte,Princess,Traditional,Essentials,Cast,18,0
North,BR-Delhi-01,PRD00018,14,Textured,Oval,Traditional,House,KundanInspired,3,0
North,BR-Delhi-01,PRD00284,22,HighPolish,Princess,Minimalist,Essentials,Handcrafted,3,0
North,BR-Delhi-01,PRD00234,22,HighPolish,Oval,Traditional,House,Handcrafted,17,1
North,BR-Delhi-01,PRD00011,14,Matte,Oval,Contemporary,House,KundanInspired,4,4
North,BR-Delhi-01,PRD00012,14,TwoTone,Mixed,Geometric,Signature,KundanInspired,12,1
North,BR-Delhi-01,PRD00174,14,TwoTone,Oval,Traditional,Signature,KundanInspired,3,3
North,BR-Delhi-01,PRD00035,22,Matte,Oval,Geometric,Essentials,KundanInspired,13,4
North,BR-Delhi-01,PRD00071,14,Matte,Mixed,Traditional,Essentials,Filigree,10,0
North,BR-Delhi-01,PRD00073,18,Matte,Oval,Minimalist,House,Cast,5,4
North,BR-Delhi-01,PRD00063,22,HighPolish,Round,Minimalist,Signature,Handcrafted,8,2
North,BR-Delhi-01,PRD00139,18,HighPolish,Mixed,Traditional,House,Handcrafted,12,1
North,BR-Delhi-01,PRD00210,18,TwoTone,Princess,Floral,Essentials,Cast,6,3
North,BR-Delhi-01,PRD00003,14,Matte,Mixed,Geometric,House,Filigree,17,0
North,BR-Delhi-01,PRD00070,22,Matte,Princess,Minimalist,Signature,Cast,3,1
North,BR-Delhi-01,PRD00241,14,Textured,Princess,Floral,Essentials,KundanInspired,15,0
North,BR-Delhi-01,PRD00123,14,Textured,Round,Minimalist,Essentials,Cast,7,2
North,BR-Delhi-01,PRD00124,14,TwoTone,Round,Contemporary,Essentials,Cast,16,4
North,BR-Delhi-01,PRD00238,18,Matte,Princess,Minimalist,Signature,KundanInspired,8,2
North,BR-Delhi-01,PRD00150,18,TwoTone,Mixed,Contemporary,House,KundanInspired,5,0
North,BR-Delhi-01,PRD00111,14,TwoTone,Princess,Contemporary,Essentials,Handcrafted,1,1
North,BR-Delhi-01,PRD00132,22,HighPolish,Mixed,Contemporary,House,Filigree,2,0
North,BR-Delhi-01,PRD00001,14,Textured,Mixed,Geometric,Essentials,Handcrafted,7,1
North,BR-Delhi-01,PRD00267,18,Matte,Mixed,Minimalist,Signature,KundanInspired,6,1
North,BR-Delhi-01,PRD00042,18,HighPolish,Princess,Floral,House,Cast,4,1
North,BR-Delhi-01,PRD00259,14,HighPolish,Mixed,Minimalist,House,Handcrafted,14,4
North,BR-Delhi-01,PRD00248,22,Textured,Oval,Minimalist,Signature,Cast,1,1
North,BR-Delhi-01,PRD00109,22,Matte,Oval,Contemporary,House,Filigree,8,3
North,BR-Delhi-01,PRD00031,18,HighPolish,Oval,Floral,Signature,Filigree,15,4
North,BR-Delhi-01,PRD00185,22,Matte,Mixed,Traditional,Signature,Cast,11,0
North,BR-Delhi-01,PRD00064,18,Matte,Oval,Traditional,Essentials,Cast,17,1
North,BR-Delhi-01,PRD00198,22,Textured,Oval,Contemporary,Essentials,Cast,12,3
North,BR-Delhi-01,PRD00072,18,TwoTone,Round,Geometric,Essentials,Handcrafted,5,2
North,BR-Delhi-01,PRD00171,22,HighPolish,Round,Floral,Essentials,Filigree,12,3
North,BR-Delhi-01,PRD00122,18,Matte,Round,Contemporary,Essentials,Handcrafted,18,0
North,BR-Delhi-01,PRD00276,18,TwoTone,Oval,Floral,House,Handcrafted,10,3
North,BR-Delhi-01,PRD00205,18,TwoTone,Princess,Traditional,House,Filigree,11,3
North,BR-Delhi-01,PRD00051,22,TwoTone,Round,Floral,Essentials,Cast,4,3
North,BR-Delhi-01,PRD00077,14,HighPolish,Oval,Geometric,Signature,Cast,3,2
North,BR-Delhi-01,PRD00218,14,Textured,Princess,Contemporary,Essentials,Handcrafted,10,2
North,BR-Delhi-01,PRD00115,18,Textured,Mixed,Minimalist,Essentials,KundanInspired,16,3
North,BR-Delhi-01,PRD00194,14,HighPolish,Round,Floral,Signature,Cast,18,1
North,BR-Delhi-01,PRD00201,22,Matte,Oval,Floral,House,Filigree,9,2
North,BR-Delhi-01,PRD00091,18,TwoTone,Princess,Floral,Essentials,Handcrafted,1,1
North,BR-Delhi-01,PRD00038,18,HighPolish,Mixed,Minimalist,Essentials,Handcrafted,0,0
North,BR-Delhi-01,PRD00236,22,Matte,Oval,Contemporary,House,Filigree,1,0
North,BR-Delhi-01,PRD00151,18,TwoTone,Oval,Traditional,House,Handcrafted,17,2
North,BR-Delhi-01,PRD00154,14,Textured,Round,Geometric,House,KundanInspired,5,3
North,BR-Delhi-01,PRD00231,22,Matte,Round,Floral,Signature,Filigree,16,3
North,BR-Delhi-01,PRD00186,14,Textured,Mixed,Floral,Essentials,KundanInspired,17,0
North,BR-Delhi-01,PRD00149,18,TwoTone,Mixed,Geometric,House,Filigree,19,2
North,BR-Delhi-01,PRD00288,18,Textured,Princess,Contemporary,Essentials,Filigree,4,3
North,BR-Delhi-01,PRD00295,18,Matte,Oval,Minimalist,Signature,KundanInspired,14,2
North,BR-Delhi-01,PRD00208,22,Textured,Princess,Traditional,Essentials,Cast,4,3
North,BR-Delhi-01,PRD00274,22,HighPolish,Oval,Geometric,Signature,Cast,2,2
North,BR-Delhi-01,PRD00254,22,HighPolish,Mixed,Floral,Signature,Filigree,4,2
North,BR-Delhi-01,PRD00216,18,Textured,Mixed,Floral,Signature,Filigree,5,2
North,BR-Delhi-01,PRD00200,14,Textured,Mixed,Floral,Signature,Handcrafted,6,4
North,BR-Delhi-01,PRD00025,14,Matte,Round,Contemporary,Essentials,Handcrafted,17,1
North,BR-Delhi-01,PRD00104,14,HighPolish,Mixed,Floral,House,Handcrafted,11,2
North,BR-Delhi-01,PRD00223,18,Textured,Oval,Minimalist,Signature,Filigree,1,0
North,BR-Delhi-01,PRD00291,18,HighPolish,Round,Minimalist,Signature,Filigree,8,0
North,BR-Delhi-01,PRD00173,18,Textured,Princess,Geometric,Signature,Cast,1,0
North,BR-Delhi-01,PRD00131,22,Textured,Oval,Geometric,House,Cast,0,0
North,BR-Delhi-01,PRD00296,18,TwoTone,Princess,Geometric,Essentials,KundanInspired,14,2
North,BR-Delhi-01,PRD00017,18,HighPolish,Princess,Contemporary,Essentials,Filigree,8,3
North,BR-Delhi-01,PRD00133,14,Matte,Oval,Contemporary,House,Filigree,6,4
